id,label,position_of_motif_A,position_of_motif_B,gaplength,total_deletions_in_sequence,sequence_length
seq0676,B_only,,50.0,,14,150
seq0677,both,29.0,143.0,100.0,9,150
seq0678,no_motif,,,,15,150
seq0679,A_only,86.0,,,13,150
seq0680,both,21.0,118.0,90.0,0,150
seq0681,both,33.0,103.0,60.0,10,150
seq0682,B_only,,68.0,,13,150
seq0683,A_only,113.0,,,14,150
seq0684,no_motif,,,,0,150
seq0685,A_only,64.0,,,13,150
seq0686,A_only,19.0,,,0,150
seq0687,both,1.0,30.0,20.0,14,150
seq0688,B_only,,75.0,,0,150
seq0689,no_motif,,,,15,150
seq0690,both,97.0,137.0,30.0,13,150
seq0691,B_only,,28.0,,13,150
seq0692,A_only,37.0,,,13,150
seq0693,B_only,,133.0,,0,150
seq0694,B_only,,42.0,,14,150
seq0695,B_only,,20.0,,14,150
seq0696,both,26.0,140.0,100.0,10,150
seq0697,A_only,54.0,,,13,150
seq0698,B_only,,21.0,,0,150
seq0699,A_only,37.0,,,0,150
seq0700,B_only,,45.0,,13,150
seq0701,B_only,,43.0,,14,150
seq0702,no_motif,,,,15,150
seq0703,A_only,41.0,,,0,150
seq0704,both,99.0,127.0,20.0,11,150
seq0705,both,21.0,129.0,100.0,4,150
seq0706,B_only,,35.0,,13,150
seq0707,A_only,74.0,,,13,150
seq0708,A_only,107.0,,,13,150
seq0709,both,51.0,101.0,40.0,12,150
seq0710,both,12.0,121.0,100.0,5,150
seq0711,no_motif,,,,0,150
seq0712,both,5.0,85.0,70.0,9,150
seq0713,A_only,32.0,,,14,150
seq0714,A_only,141.0,,,0,150
seq0715,both,75.0,104.0,20.0,12,150
seq0716,both,52.0,114.0,50.0,12,150
seq0717,both,25.0,132.0,100.0,0,150
seq0718,A_only,39.0,,,13,150
seq0719,both,77.0,94.0,10.0,0,150
seq0720,both,11.0,73.0,50.0,13,150
seq0721,both,34.0,52.0,10.0,13,150
seq0722,both,76.0,116.0,30.0,12,150
seq0723,A_only,55.0,,,13,150
seq0724,no_motif,,,,15,150
seq0725,B_only,,48.0,,13,150
seq0726,both,50.0,112.0,50.0,13,150
seq0727,both,3.0,98.0,80.0,13,150
seq0728,A_only,18.0,,,0,150
seq0729,no_motif,,,,15,150
seq0730,B_only,,40.0,,14,150
seq0731,A_only,39.0,,,13,150
seq0732,B_only,,33.0,,14,150
seq0733,both,46.0,138.0,80.0,10,150
seq0734,A_only,121.0,,,14,150
seq0735,both,62.0,124.0,50.0,12,150
seq0736,both,33.0,104.0,60.0,10,150
seq0737,both,16.0,33.0,10.0,0,150
seq0738,A_only,23.0,,,14,150
seq0739,B_only,,127.0,,13,150
seq0740,both,1.0,74.0,60.0,13,150
seq0741,B_only,,21.0,,14,150
seq0742,B_only,,139.0,,0,150
seq0743,B_only,,105.0,,0,150
seq0744,both,10.0,105.0,80.0,12,150
seq0745,A_only,74.0,,,13,150
seq0746,no_motif,,,,15,150
seq0747,A_only,39.0,,,13,150
seq0748,both,63.0,81.0,10.0,13,150
seq0749,both,79.0,119.0,30.0,12,150
seq0750,A_only,46.0,,,13,150
seq0751,both,39.0,96.0,50.0,0,150
seq0752,no_motif,,,,15,150
seq0753,both,5.0,45.0,30.0,13,150
seq0754,no_motif,,,,0,150
seq0755,A_only,98.0,,,13,150
seq0756,both,35.0,53.0,10.0,13,150
seq0757,B_only,,91.0,,14,150
seq0758,no_motif,,,,0,150
seq0759,both,71.0,111.0,30.0,13,150
seq0760,B_only,,49.0,,0,150
seq0761,B_only,,124.0,,0,150
seq0762,no_motif,,,,15,150
seq0763,no_motif,,,,15,150
seq0764,B_only,,83.0,,14,150
seq0765,both,10.0,104.0,80.0,11,150
seq0766,both,62.0,90.0,20.0,12,150
seq0767,both,37.0,107.0,60.0,9,150
seq0768,both,41.0,118.0,70.0,0,150
seq0769,A_only,4.0,,,14,150
seq0770,both,31.0,60.0,20.0,13,150
seq0771,B_only,,131.0,,14,150
seq0772,B_only,,65.0,,13,150
seq0773,both,52.0,114.0,50.0,12,150
seq0774,A_only,21.0,,,14,150
seq0775,both,72.0,112.0,30.0,13,150
seq0776,both,37.0,76.0,30.0,11,150
seq0777,A_only,128.0,,,0,150
seq0778,both,8.0,75.0,60.0,0,150
seq0779,B_only,,79.0,,13,150
seq0780,B_only,,68.0,,13,150
seq0781,both,78.0,138.0,50.0,11,150
seq0782,A_only,109.0,,,13,150
seq0783,both,79.0,107.0,20.0,11,150
seq0784,A_only,5.0,,,14,150
seq0785,B_only,,102.0,,0,150
seq0786,B_only,,96.0,,13,150
seq0787,A_only,2.0,,,15,150
seq0788,B_only,,56.0,,13,150
seq0789,B_only,,84.0,,13,150
seq0790,both,72.0,112.0,30.0,13,150
seq0791,A_only,83.0,,,0,150
seq0792,both,91.0,108.0,10.0,0,150
seq0793,both,112.0,130.0,10.0,13,150
seq0794,B_only,,132.0,,14,150
seq0795,A_only,84.0,,,0,150
seq0796,both,45.0,63.0,10.0,13,150
seq0797,both,40.0,99.0,50.0,10,150
seq0798,both,34.0,104.0,60.0,9,150
seq0799,both,83.0,110.0,20.0,0,150
seq0800,B_only,,62.0,,14,150
seq0801,A_only,70.0,,,0,150
seq0802,B_only,,30.0,,0,150
seq0803,both,52.0,80.0,20.0,12,150
seq0804,A_only,102.0,,,14,150
seq0805,no_motif,,,,15,150
seq0806,both,83.0,133.0,40.0,12,150
seq0807,B_only,,65.0,,13,150
seq0808,both,76.0,125.0,40.0,10,150
seq0809,A_only,111.0,,,14,150
seq0810,A_only,22.0,,,14,150
seq0811,A_only,29.0,,,13,150
seq0812,B_only,,78.0,,13,150
seq0813,both,60.0,78.0,10.0,13,150
seq0814,B_only,,117.0,,13,150
seq0815,B_only,,42.0,,14,150
seq0816,both,9.0,90.0,70.0,10,150
seq0817,both,106.0,143.0,30.0,0,150
seq0818,B_only,,46.0,,13,150
seq0819,both,33.0,93.0,50.0,11,150
seq0820,A_only,32.0,,,14,150
seq0821,both,6.0,110.0,90.0,11,150
seq0822,B_only,,140.0,,15,150
seq0823,no_motif,,,,15,150
seq0824,A_only,68.0,,,13,150
seq0825,B_only,,11.0,,14,150
seq0826,A_only,13.0,,,14,150
seq0827,B_only,,98.0,,13,150
seq0828,both,22.0,109.0,80.0,0,150
seq0829,A_only,74.0,,,0,150
seq0830,both,69.0,118.0,40.0,10,150
seq0831,B_only,,118.0,,0,150
seq0832,no_motif,,,,0,150
seq0833,B_only,,139.0,,14,150
seq0834,both,17.0,55.0,30.0,10,150
seq0835,both,61.0,99.0,30.0,11,150
seq0836,A_only,80.0,,,14,150
seq0837,B_only,,118.0,,13,150
seq0838,both,5.0,112.0,100.0,0,150
seq0839,B_only,,57.0,,13,150
seq0840,no_motif,,,,15,150
seq0841,both,32.0,139.0,100.0,0,150
seq0842,both,27.0,105.0,70.0,6,150
seq0843,both,58.0,106.0,40.0,9,150
seq0844,B_only,,117.0,,13,150
seq0845,both,4.0,121.0,100.0,13,150
seq0846,A_only,46.0,,,13,150
seq0847,B_only,,112.0,,14,150
seq0848,B_only,,124.0,,13,150
seq0849,A_only,4.0,,,0,150
seq0850,both,5.0,56.0,40.0,13,150
seq0851,B_only,,51.0,,14,150
seq0852,A_only,81.0,,,0,150
seq0853,A_only,3.0,,,15,150
seq0854,both,26.0,138.0,100.0,8,150
seq0855,A_only,72.0,,,14,150
seq0856,B_only,,49.0,,0,150
seq0857,both,5.0,23.0,10.0,14,150
seq0858,B_only,,26.0,,13,150
seq0859,A_only,88.0,,,13,150
seq0860,B_only,,56.0,,13,150
seq0861,both,22.0,40.0,10.0,13,150
seq0862,A_only,32.0,,,14,150
seq0863,B_only,,35.0,,13,150
seq0864,both,26.0,103.0,70.0,0,150
seq0865,both,62.0,133.0,60.0,11,150
seq0866,B_only,,133.0,,14,150
seq0867,both,21.0,38.0,10.0,0,150
seq0868,A_only,136.0,,,0,150
seq0869,A_only,133.0,,,14,150
seq0870,both,12.0,127.0,100.0,10,150
seq0871,B_only,,53.0,,14,150
seq0872,both,11.0,68.0,50.0,0,150
seq0873,no_motif,,,,15,150
seq0874,A_only,118.0,,,13,150
seq0875,no_motif,,,,0,150
seq0876,no_motif,,,,15,150
seq0877,A_only,45.0,,,13,150
seq0878,both,3.0,90.0,80.0,0,150
seq0879,B_only,,59.0,,13,150
seq0880,no_motif,,,,15,150
seq0881,both,36.0,129.0,80.0,10,150
seq0882,both,56.0,84.0,20.0,11,150
seq0883,B_only,,83.0,,14,150
seq0884,A_only,14.0,,,13,150
seq0885,no_motif,,,,0,150
seq0886,both,60.0,142.0,70.0,12,150
seq0887,B_only,,124.0,,13,150
seq0888,A_only,139.0,,,14,150
seq0889,both,65.0,92.0,20.0,0,150
seq0890,A_only,140.0,,,15,150
seq0891,both,26.0,116.0,80.0,7,150
seq0892,B_only,,83.0,,14,150
seq0893,A_only,103.0,,,14,150
seq0894,A_only,93.0,,,14,150
seq0895,both,20.0,70.0,40.0,12,150
seq0896,both,6.0,83.0,70.0,0,150
seq0897,both,42.0,93.0,40.0,13,150
seq0898,B_only,,135.0,,14,150
seq0899,A_only,138.0,,,14,150
seq0900,A_only,43.0,,,14,150
seq0901,both,55.0,72.0,10.0,0,150
seq0902,both,35.0,63.0,20.0,12,150
seq0903,no_motif,,,,0,150
seq0904,A_only,61.0,,,0,150
seq0905,B_only,,86.0,,13,150
seq0906,B_only,,54.0,,13,150
seq0907,B_only,,89.0,,13,150
seq0908,both,7.0,121.0,100.0,10,150
seq0909,both,41.0,78.0,30.0,0,150
seq0910,A_only,71.0,,,14,150
seq0911,both,11.0,115.0,90.0,10,150
seq0912,both,47.0,140.0,80.0,11,150
seq0913,B_only,,17.0,,13,150
seq0914,both,0.0,68.0,60.0,8,150
seq0915,B_only,,81.0,,0,150
seq0916,both,2.0,95.0,80.0,11,150
seq0917,no_motif,,,,15,150
seq0918,both,23.0,92.0,60.0,9,150
seq0919,A_only,52.0,,,14,150
seq0920,both,49.0,99.0,40.0,11,150
seq0921,both,97.0,115.0,10.0,12,150
seq0922,B_only,,62.0,,14,150
seq0923,B_only,,102.0,,14,150
seq0924,both,40.0,58.0,10.0,13,150
seq0925,B_only,,60.0,,0,150
seq0926,A_only,79.0,,,13,150
seq0927,A_only,113.0,,,14,150
seq0928,no_motif,,,,15,150
seq0929,no_motif,,,,15,150
seq0930,B_only,,64.0,,13,150
seq0931,B_only,,66.0,,13,150
seq0932,A_only,42.0,,,14,150
seq0933,both,62.0,102.0,30.0,13,150
seq0934,B_only,,55.0,,13,150
seq0935,both,5.0,75.0,60.0,10,150
seq0936,both,21.0,116.0,80.0,12,150
seq0937,B_only,,141.0,,0,150
seq0938,both,31.0,103.0,60.0,12,150
seq0939,A_only,37.0,,,0,150
seq0940,B_only,,26.0,,13,150
seq0941,both,27.0,135.0,100.0,4,150
seq0942,B_only,,14.0,,13,150
seq0943,both,26.0,66.0,30.0,12,150
seq0944,both,75.0,92.0,10.0,0,150
seq0945,both,4.0,86.0,70.0,11,150
seq0946,both,9.0,114.0,90.0,11,150
seq0947,A_only,120.0,,,14,150
seq0948,B_only,,81.0,,14,150
seq0949,both,54.0,141.0,80.0,0,150
seq0950,A_only,69.0,,,13,150
seq0951,both,11.0,98.0,80.0,0,150
seq0952,both,11.0,60.0,40.0,11,150
seq0953,B_only,,61.0,,14,150
seq0954,both,44.0,61.0,10.0,0,150
seq0955,both,34.0,143.0,100.0,5,150
seq0956,A_only,105.0,,,13,150
seq0957,both,16.0,86.0,60.0,9,150
seq0958,A_only,57.0,,,13,150
seq0959,both,20.0,134.0,100.0,10,150
seq0960,both,33.0,130.0,90.0,0,150
seq0961,both,73.0,120.0,40.0,0,150
seq0962,both,13.0,91.0,70.0,7,150
seq0963,B_only,,12.0,,0,150
seq0964,no_motif,,,,15,150
seq0965,B_only,,93.0,,14,150
seq0966,A_only,113.0,,,0,150
seq0967,both,102.0,141.0,30.0,13,150
seq0968,no_motif,,,,15,150
seq0969,both,56.0,143.0,80.0,0,150
seq0970,both,91.0,119.0,20.0,12,150
seq0971,both,0.0,110.0,100.0,6,150
seq0972,both,51.0,80.0,20.0,13,150
seq0973,A_only,128.0,,,0,150
seq0974,A_only,33.0,,,14,150
seq0975,both,67.0,84.0,10.0,0,150
seq0976,no_motif,,,,0,150
seq0977,A_only,7.0,,,0,150
seq0978,both,59.0,88.0,20.0,12,150
seq0979,B_only,,135.0,,14,150
seq0980,both,56.0,129.0,60.0,12,150
seq0981,both,47.0,106.0,50.0,9,150
seq0982,A_only,17.0,,,0,150
seq0983,no_motif,,,,0,150
seq0984,A_only,109.0,,,13,150
seq0985,B_only,,107.0,,0,150
seq0986,both,15.0,106.0,80.0,8,150
seq0987,B_only,,143.0,,0,150
seq0988,B_only,,13.0,,0,150
seq0989,A_only,6.0,,,14,150
seq0990,both,51.0,138.0,80.0,0,150
seq0991,no_motif,,,,15,150
seq0992,both,69.0,131.0,50.0,12,150
seq0993,both,35.0,94.0,50.0,9,150
seq0994,B_only,,32.0,,14,150
seq0995,both,16.0,107.0,80.0,8,150
seq0996,B_only,,74.0,,0,150
seq0997,A_only,80.0,,,0,150
seq0998,B_only,,110.0,,14,150
seq0999,B_only,,135.0,,14,150
seq1000,B_only,,85.0,,0,150
seq1001,both,34.0,117.0,70.0,11,150
seq1002,both,21.0,72.0,40.0,13,150
seq1003,both,66.0,93.0,20.0,0,150
seq1004,B_only,,126.0,,13,150
seq1005,A_only,65.0,,,13,150
seq1006,A_only,94.0,,,13,150
seq1007,A_only,92.0,,,0,150
seq1008,both,28.0,100.0,60.0,11,150
seq1009,both,26.0,98.0,60.0,11,150
seq1010,B_only,,44.0,,13,150
seq1011,B_only,,117.0,,13,150
seq1012,no_motif,,,,15,150
seq1013,both,20.0,131.0,100.0,7,150
seq1014,both,26.0,135.0,100.0,5,150
seq1015,both,39.0,97.0,50.0,8,150
seq1016,both,8.0,35.0,20.0,0,150
seq1017,both,37.0,77.0,30.0,12,150
seq1018,both,2.0,42.0,30.0,14,150
seq1019,A_only,127.0,,,13,150
seq1020,A_only,122.0,,,14,150
seq1021,both,66.0,94.0,20.0,11,150
seq1022,no_motif,,,,0,150
seq1023,both,7.0,122.0,100.0,11,150
seq1024,A_only,67.0,,,13,150
seq1025,B_only,,126.0,,0,150
seq1026,A_only,67.0,,,13,150
seq1027,no_motif,,,,15,150
seq1028,both,67.0,96.0,20.0,12,150
seq1029,both,82.0,132.0,40.0,12,150
seq1030,no_motif,,,,15,150
seq1031,B_only,,44.0,,13,150
seq1032,A_only,114.0,,,13,150
seq1033,B_only,,6.0,,14,150
seq1034,both,2.0,30.0,20.0,13,150
seq1035,both,38.0,107.0,60.0,8,150
seq1036,both,2.0,84.0,70.0,11,150
seq1037,B_only,,64.0,,13,150
seq1038,both,33.0,120.0,80.0,0,150
seq1039,both,25.0,83.0,50.0,9,150
seq1040,both,12.0,29.0,10.0,0,150
seq1041,B_only,,55.0,,13,150
seq1042,both,24.0,81.0,50.0,0,150
seq1043,B_only,,67.0,,13,150
seq1044,A_only,119.0,,,13,150
seq1045,both,75.0,125.0,40.0,11,150
seq1046,A_only,43.0,,,14,150
seq1047,B_only,,138.0,,14,150
seq1048,both,1.0,108.0,100.0,0,150
seq1049,both,20.0,60.0,30.0,13,150
seq1050,B_only,,47.0,,13,150
seq1051,B_only,,101.0,,14,150
seq1052,A_only,104.0,,,13,150
seq1053,A_only,71.0,,,14,150
seq1054,no_motif,,,,15,150
seq1055,both,52.0,99.0,40.0,0,150
seq1056,B_only,,4.0,,14,150
seq1057,A_only,12.0,,,14,150
seq1058,no_motif,,,,15,150
seq1059,A_only,80.0,,,0,150
seq1060,both,51.0,91.0,30.0,13,150
seq1061,A_only,25.0,,,13,150
seq1062,both,41.0,78.0,30.0,0,150
seq1063,A_only,27.0,,,0,150
seq1064,A_only,10.0,,,0,150
seq1065,A_only,122.0,,,14,150
seq1066,B_only,,37.0,,13,150
seq1067,A_only,47.0,,,0,150
seq1068,A_only,103.0,,,0,150
seq1069,B_only,,18.0,,13,150
seq1070,A_only,59.0,,,13,150
seq1071,both,106.0,135.0,20.0,13,150
seq1072,A_only,31.0,,,0,150
seq1073,both,16.0,66.0,40.0,11,150
seq1074,A_only,103.0,,,14,150
seq1075,B_only,,143.0,,14,150
seq1076,no_motif,,,,0,150
seq1077,B_only,,33.0,,0,150
seq1078,B_only,,107.0,,13,150
seq1079,B_only,,89.0,,13,150
seq1080,A_only,102.0,,,14,150
seq1081,A_only,84.0,,,13,150
seq1082,both,61.0,122.0,50.0,12,150
seq1083,both,37.0,138.0,90.0,8,150
seq1084,no_motif,,,,15,150
seq1085,B_only,,12.0,,14,150
seq1086,both,37.0,107.0,60.0,9,150
seq1087,B_only,,30.0,,14,150
seq1088,B_only,,100.0,,14,150
seq1089,no_motif,,,,15,150
seq1090,A_only,26.0,,,13,150
seq1091,both,18.0,128.0,100.0,5,150
seq1092,both,85.0,132.0,40.0,0,150
seq1093,B_only,,0.0,,14,150
seq1094,B_only,,54.0,,13,150
seq1095,B_only,,31.0,,14,150
seq1096,B_only,,45.0,,13,150
seq1097,both,102.0,120.0,10.0,13,150
seq1098,no_motif,,,,15,150
seq1099,both,32.0,94.0,50.0,12,150
seq1100,both,77.0,115.0,30.0,10,150
seq1101,both,31.0,81.0,40.0,12,150
seq1102,A_only,104.0,,,0,150
seq1103,A_only,88.0,,,13,150
seq1104,both,42.0,142.0,90.0,8,150
seq1105,both,36.0,83.0,40.0,0,150
seq1106,A_only,103.0,,,0,150
seq1107,B_only,,125.0,,13,150
seq1108,both,96.0,125.0,20.0,12,150
seq1109,both,67.0,134.0,60.0,0,150
seq1110,B_only,,88.0,,0,150
seq1111,both,34.0,114.0,70.0,8,150
seq1112,B_only,,142.0,,15,150
seq1113,A_only,75.0,,,13,150
seq1114,both,11.0,120.0,100.0,5,150
seq1115,both,11.0,62.0,40.0,13,150
seq1116,both,41.0,136.0,80.0,13,150
seq1117,both,21.0,138.0,100.0,13,150
seq1118,both,69.0,140.0,60.0,11,150
seq1119,A_only,122.0,,,14,150
seq1120,B_only,,45.0,,13,150
seq1121,both,9.0,36.0,20.0,0,150
seq1122,A_only,110.0,,,14,150
seq1123,A_only,136.0,,,14,150
seq1124,A_only,9.0,,,0,150
seq1125,no_motif,,,,15,150
seq1126,both,2.0,92.0,80.0,9,150
seq1127,B_only,,85.0,,13,150
seq1128,A_only,86.0,,,0,150
seq1129,B_only,,29.0,,13,150
seq1130,B_only,,59.0,,0,150
seq1131,both,48.0,107.0,50.0,9,150
seq1132,B_only,,129.0,,0,150
seq1133,B_only,,112.0,,14,150
seq1134,B_only,,80.0,,14,150
seq1135,A_only,55.0,,,13,150
seq1136,no_motif,,,,0,150
seq1137,no_motif,,,,0,150
seq1138,A_only,38.0,,,13,150
seq1139,both,23.0,92.0,60.0,9,150
seq1140,both,43.0,71.0,20.0,12,150
seq1141,B_only,,111.0,,0,150
seq1142,B_only,,143.0,,0,150
seq1143,both,84.0,123.0,30.0,12,150
seq1144,both,98.0,137.0,30.0,12,150
seq1145,both,82.0,100.0,10.0,13,150
seq1146,both,11.0,118.0,100.0,0,150
seq1147,B_only,,88.0,,0,150
seq1148,both,64.0,102.0,30.0,11,150
seq1149,both,112.0,130.0,10.0,13,150
seq1150,B_only,,8.0,,14,150
seq1151,both,95.0,122.0,20.0,0,150
seq1152,both,72.0,120.0,40.0,10,150
seq1153,B_only,,29.0,,0,150
seq1154,both,32.0,49.0,10.0,0,150
seq1155,B_only,,58.0,,13,150
seq1156,A_only,18.0,,,0,150
seq1157,B_only,,130.0,,14,150
seq1158,B_only,,98.0,,13,150
seq1159,A_only,117.0,,,13,150
seq1160,no_motif,,,,15,150
seq1161,A_only,13.0,,,14,150
seq1162,both,43.0,140.0,90.0,0,150
seq1163,A_only,95.0,,,0,150
seq1164,both,40.0,111.0,60.0,11,150
seq1165,no_motif,,,,15,150
seq1166,A_only,65.0,,,13,150
seq1167,A_only,109.0,,,0,150
seq1168,A_only,31.0,,,14,150
seq1169,both,28.0,100.0,60.0,11,150
seq1170,no_motif,,,,0,150
seq1171,B_only,,87.0,,13,150
seq1172,A_only,5.0,,,0,150
seq1173,A_only,89.0,,,13,150
seq1174,B_only,,80.0,,14,150
seq1175,A_only,48.0,,,13,150
seq1176,A_only,11.0,,,0,150
seq1177,A_only,129.0,,,0,150
seq1178,both,26.0,116.0,80.0,7,150
seq1179,B_only,,123.0,,14,150
seq1180,both,42.0,110.0,60.0,8,150
seq1181,A_only,12.0,,,14,150
seq1182,both,7.0,24.0,10.0,0,150
seq1183,no_motif,,,,15,150
seq1184,A_only,118.0,,,0,150
seq1185,A_only,53.0,,,0,150
seq1186,A_only,63.0,,,14,150
seq1187,both,17.0,120.0,90.0,9,150
seq1188,A_only,95.0,,,13,150
seq1189,both,48.0,119.0,60.0,10,150
seq1190,both,49.0,122.0,60.0,12,150
seq1191,no_motif,,,,15,150
seq1192,no_motif,,,,15,150
seq1193,both,50.0,110.0,50.0,11,150
seq1194,both,57.0,104.0,40.0,0,150
seq1195,both,4.0,51.0,40.0,0,150
seq1196,both,35.0,73.0,30.0,11,150
seq1197,no_motif,,,,0,150
seq1198,both,43.0,143.0,90.0,7,150
seq1199,B_only,,55.0,,13,150
seq1200,A_only,74.0,,,13,150
seq1201,no_motif,,,,15,150
seq1202,both,18.0,46.0,20.0,11,150
seq1203,A_only,123.0,,,14,150
seq1204,both,5.0,110.0,90.0,12,150
seq1205,A_only,15.0,,,0,150
seq1206,both,8.0,101.0,80.0,11,150
seq1207,both,23.0,130.0,100.0,0,150
seq1208,both,40.0,110.0,60.0,10,150
seq1209,B_only,,138.0,,14,150
seq1210,both,57.0,118.0,50.0,11,150
seq1211,A_only,92.0,,,0,150
seq1212,B_only,,95.0,,13,150
seq1213,B_only,,17.0,,13,150
seq1214,both,13.0,80.0,60.0,0,150
seq1215,both,22.0,104.0,70.0,10,150
seq1216,B_only,,33.0,,14,150
seq1217,both,80.0,131.0,40.0,13,150
seq1218,no_motif,,,,15,150
seq1219,B_only,,40.0,,14,150
seq1220,A_only,129.0,,,13,150
seq1221,B_only,,6.0,,14,150
seq1222,both,76.0,127.0,40.0,12,150
seq1223,both,41.0,92.0,40.0,13,150
seq1224,B_only,,140.0,,15,150
seq1225,A_only,133.0,,,14,150
seq1226,A_only,48.0,,,0,150
seq1227,A_only,66.0,,,13,150
seq1228,both,18.0,36.0,10.0,12,150
seq1229,A_only,9.0,,,14,150
seq1230,B_only,,12.0,,0,150
seq1231,both,69.0,106.0,30.0,0,150
seq1232,both,12.0,92.0,70.0,9,150
seq1233,B_only,,60.0,,14,150
seq1234,B_only,,27.0,,13,150
seq1235,A_only,132.0,,,14,150
seq1236,both,8.0,67.0,50.0,10,150
seq1237,no_motif,,,,15,150
seq1238,both,8.0,125.0,100.0,12,150
seq1239,B_only,,46.0,,13,150
seq1240,A_only,127.0,,,13,150
seq1241,both,48.0,117.0,60.0,8,150
seq1242,B_only,,87.0,,13,150
seq1243,A_only,91.0,,,14,150
seq1244,A_only,142.0,,,15,150
seq1245,both,14.0,109.0,80.0,12,150
seq1246,both,3.0,21.0,10.0,14,150
seq1247,B_only,,134.0,,14,150
seq1248,B_only,,76.0,,13,150
seq1249,both,4.0,85.0,70.0,10,150
seq1250,both,28.0,132.0,90.0,10,150
seq1251,B_only,,82.0,,14,150
seq1252,B_only,,81.0,,14,150
seq1253,A_only,57.0,,,13,150
seq1254,B_only,,71.0,,0,150
seq1255,B_only,,6.0,,14,150
seq1256,both,25.0,64.0,30.0,11,150
seq1257,B_only,,77.0,,13,150
seq1258,B_only,,120.0,,0,150
seq1259,A_only,20.0,,,0,150
seq1260,A_only,111.0,,,0,150
seq1261,A_only,106.0,,,0,150
seq1262,both,7.0,58.0,40.0,13,150
seq1263,both,23.0,131.0,100.0,4,150
seq1264,B_only,,125.0,,0,150
seq1265,B_only,,15.0,,13,150
seq1266,both,15.0,102.0,80.0,0,150
seq1267,B_only,,1.0,,0,150
seq1268,A_only,56.0,,,13,150
seq1269,no_motif,,,,15,150
seq1270,both,38.0,55.0,10.0,0,150
seq1271,both,122.0,140.0,10.0,14,150
seq1272,B_only,,90.0,,0,150
seq1273,A_only,0.0,,,14,150
seq1274,B_only,,0.0,,14,150
seq1275,both,47.0,140.0,80.0,11,150
seq1276,B_only,,46.0,,13,150
seq1277,B_only,,135.0,,14,150
seq1278,both,30.0,87.0,50.0,0,150
seq1279,no_motif,,,,15,150
seq1280,B_only,,35.0,,13,150
seq1281,B_only,,113.0,,0,150
seq1282,A_only,142.0,,,0,150
seq1283,B_only,,76.0,,13,150
seq1284,A_only,140.0,,,15,150
seq1285,both,41.0,120.0,70.0,8,150
seq1286,both,14.0,122.0,100.0,4,150
seq1287,B_only,,136.0,,0,150
seq1288,B_only,,137.0,,0,150
seq1289,B_only,,93.0,,14,150
seq1290,both,35.0,112.0,70.0,0,150
seq1291,both,69.0,107.0,30.0,10,150
seq1292,no_motif,,,,15,150
seq1293,both,34.0,95.0,50.0,11,150
seq1294,both,31.0,108.0,70.0,0,150
seq1295,both,17.0,124.0,100.0,0,150
seq1296,A_only,53.0,,,14,150
seq1297,B_only,,126.0,,13,150
seq1298,B_only,,99.0,,13,150
seq1299,both,69.0,118.0,40.0,10,150
seq1300,A_only,45.0,,,0,150
seq1301,both,25.0,119.0,80.0,11,150
seq1302,both,48.0,141.0,80.0,11,150
seq1303,both,16.0,123.0,100.0,0,150
seq1304,A_only,53.0,,,0,150
seq1305,both,14.0,111.0,90.0,0,150
seq1306,A_only,37.0,,,13,150
seq1307,both,58.0,116.0,50.0,8,150
seq1308,both,11.0,114.0,90.0,9,150
seq1309,both,26.0,99.0,60.0,12,150
seq1310,B_only,,136.0,,0,150
seq1311,A_only,27.0,,,13,150
seq1312,A_only,12.0,,,14,150
seq1313,B_only,,52.0,,14,150
seq1314,B_only,,60.0,,14,150
seq1315,both,104.0,132.0,20.0,12,150
seq1316,both,66.0,113.0,40.0,0,150
seq1317,B_only,,28.0,,13,150
seq1318,no_motif,,,,15,150
seq1319,both,34.0,131.0,90.0,0,150
seq1320,A_only,119.0,,,13,150
seq1321,A_only,78.0,,,13,150
seq1322,B_only,,61.0,,14,150
seq1323,B_only,,62.0,,0,150
seq1324,both,65.0,92.0,20.0,0,150
seq1325,A_only,83.0,,,14,150
seq1326,both,55.0,133.0,70.0,7,150
seq1327,A_only,96.0,,,13,150
seq1328,A_only,89.0,,,13,150
seq1329,A_only,98.0,,,13,150
seq1330,B_only,,35.0,,13,150
seq1331,B_only,,101.0,,14,150
seq1332,both,10.0,68.0,50.0,9,150
seq1333,B_only,,23.0,,14,150
seq1334,both,25.0,53.0,20.0,12,150
seq1335,A_only,24.0,,,13,150
seq1336,no_motif,,,,15,150
seq1337,A_only,139.0,,,14,150
seq1338,A_only,55.0,,,13,150
seq1339,A_only,24.0,,,0,150
seq1340,A_only,126.0,,,0,150
seq1341,both,13.0,120.0,100.0,0,150
seq1342,A_only,113.0,,,0,150
seq1343,B_only,,37.0,,0,150
seq1344,B_only,,43.0,,14,150
seq1345,A_only,27.0,,,0,150
seq1346,A_only,61.0,,,0,150
seq1347,both,12.0,118.0,90.0,12,150
seq1348,both,123.0,141.0,10.0,14,150
seq1349,B_only,,77.0,,13,150
seq1350,both,20.0,125.0,90.0,11,150
seq1351,A_only,95.0,,,13,150
seq1352,both,70.0,137.0,60.0,0,150
seq1353,A_only,61.0,,,14,150
seq1354,B_only,,81.0,,14,150
seq1355,no_motif,,,,0,150
seq1356,B_only,,58.0,,13,150
seq1357,both,29.0,47.0,10.0,12,150
seq1358,both,100.0,118.0,10.0,13,150
seq1359,B_only,,120.0,,14,150
