id,position_of_motif_A,position_of_motif_B,gaplength,total_deletions_per_sequence,del_between
seq6050,35.0,74.0,30.0,11,2.0
seq6051,41.0,136.0,80.0,13,8.0
seq6052,8.0,45.0,30.0,0,0.0
seq6053,41.0,108.0,60.0,0,0.0
seq6054,59.0,132.0,60.0,12,6.0
seq6056,18.0,91.0,60.0,12,6.0
seq6059,21.0,113.0,80.0,10,5.0
seq6068,24.0,136.0,100.0,8,5.0
seq6069,63.0,123.0,50.0,11,3.0
seq6071,28.0,105.0,70.0,0,0.0
seq6072,31.0,142.0,100.0,8,4.0
seq6073,73.0,120.0,40.0,0,0.0
seq6074,48.0,65.0,10.0,0,0.0
seq6077,7.0,45.0,30.0,11,1.0
seq6078,96.0,133.0,30.0,0,0.0
seq6079,10.0,122.0,100.0,8,5.0
seq6080,38.0,56.0,10.0,12,1.0
seq6081,61.0,140.0,70.0,9,2.0
seq6082,1.0,90.0,80.0,8,2.0
seq6084,28.0,143.0,100.0,10,8.0
seq6086,79.0,97.0,10.0,12,1.0
seq6091,5.0,67.0,50.0,13,5.0
seq6094,11.0,38.0,20.0,0,0.0
seq6095,49.0,78.0,20.0,12,2.0
seq6100,31.0,49.0,10.0,13,1.0
seq6106,52.0,114.0,50.0,12,5.0
seq6112,91.0,139.0,40.0,11,1.0
seq6115,1.0,72.0,60.0,12,4.0
seq6118,18.0,132.0,100.0,9,7.0
seq6119,33.0,117.0,70.0,12,7.0
seq6125,59.0,98.0,30.0,11,2.0
seq6127,102.0,131.0,20.0,13,2.0
seq6129,5.0,88.0,70.0,12,6.0
seq6132,9.0,48.0,30.0,12,2.0
seq6133,78.0,129.0,40.0,12,4.0
seq6135,30.0,111.0,70.0,10,4.0
seq6137,54.0,91.0,30.0,0,0.0
seq6140,20.0,100.0,70.0,9,3.0
seq6142,73.0,140.0,60.0,0,0.0
seq6153,44.0,124.0,70.0,8,3.0
seq6154,39.0,126.0,80.0,0,0.0
seq6155,43.0,140.0,90.0,0,0.0
seq6158,57.0,130.0,60.0,12,6.0
seq6159,23.0,80.0,50.0,0,0.0
seq6161,70.0,88.0,10.0,13,1.0
seq6162,114.0,131.0,10.0,0,0.0
seq6163,67.0,134.0,60.0,0,0.0
seq6167,1.0,71.0,60.0,11,3.0
seq6168,2.0,93.0,80.0,10,4.0
seq6169,33.0,110.0,70.0,0,0.0
seq6172,13.0,118.0,90.0,11,8.0
seq6175,78.0,138.0,50.0,11,3.0
seq6178,8.0,115.0,100.0,0,0.0
seq6184,31.0,108.0,70.0,0,0.0
seq6185,115.0,133.0,10.0,13,1.0
seq6186,36.0,107.0,60.0,10,4.0
seq6187,12.0,59.0,40.0,0,0.0
seq6188,9.0,36.0,20.0,0,0.0
seq6189,27.0,107.0,70.0,8,3.0
seq6190,12.0,83.0,60.0,11,4.0
seq6194,39.0,141.0,90.0,9,5.0
seq6195,5.0,111.0,90.0,13,9.0
seq6198,1.0,82.0,70.0,11,4.0
seq6199,60.0,141.0,70.0,11,4.0
seq6200,115.0,133.0,10.0,13,1.0
seq6201,29.0,140.0,100.0,7,4.0
seq6207,5.0,104.0,90.0,6,2.0
seq6208,24.0,72.0,40.0,10,1.0
seq6213,114.0,141.0,20.0,0,0.0
seq6216,56.0,136.0,70.0,9,3.0
seq6219,6.0,94.0,80.0,6,1.0
seq6222,8.0,55.0,40.0,0,0.0
seq6224,41.0,78.0,30.0,0,0.0
seq6226,21.0,80.0,50.0,10,2.0
seq6228,8.0,101.0,80.0,11,6.0
seq6229,9.0,111.0,90.0,9,5.0
seq6230,3.0,70.0,60.0,0,0.0
seq6232,2.0,93.0,80.0,10,4.0
seq6243,20.0,113.0,80.0,11,6.0
seq6245,22.0,121.0,90.0,6,2.0
seq6250,42.0,139.0,90.0,0,0.0
seq6252,20.0,120.0,90.0,7,3.0
seq6255,86.0,124.0,30.0,10,1.0
seq6256,9.0,119.0,100.0,6,3.0
seq6257,34.0,133.0,90.0,6,2.0
seq6261,50.0,79.0,20.0,13,2.0
seq6262,43.0,90.0,40.0,0,0.0
seq6263,17.0,57.0,30.0,12,3.0
seq6265,4.0,85.0,70.0,10,4.0
seq6266,41.0,108.0,60.0,0,0.0
seq6271,74.0,111.0,30.0,0,0.0
seq6272,40.0,110.0,60.0,10,3.0
seq6277,6.0,35.0,20.0,13,2.0
seq6280,39.0,78.0,30.0,11,2.0
seq6283,9.0,115.0,90.0,12,9.0
seq6284,44.0,105.0,50.0,11,4.0
seq6286,9.0,77.0,60.0,8,1.0
seq6288,67.0,95.0,20.0,11,1.0
seq6290,6.0,74.0,60.0,8,1.0
seq6291,20.0,112.0,80.0,10,5.0
seq6292,1.0,39.0,30.0,12,1.0
seq6293,37.0,117.0,70.0,8,3.0
seq6294,50.0,77.0,20.0,0,0.0
seq6295,37.0,118.0,70.0,9,4.0
seq6297,15.0,77.0,50.0,12,5.0
seq6300,52.0,90.0,30.0,11,1.0
seq6304,43.0,131.0,80.0,6,1.0
seq6305,70.0,88.0,10.0,13,1.0
seq6306,21.0,91.0,60.0,10,3.0
seq6309,35.0,122.0,80.0,0,0.0
seq6313,12.0,29.0,10.0,0,0.0
seq6314,47.0,125.0,70.0,6,1.0
seq6316,16.0,113.0,90.0,0,0.0
seq6318,83.0,101.0,10.0,13,1.0
seq6320,76.0,127.0,40.0,12,4.0
seq6323,70.0,110.0,30.0,13,3.0
seq6324,56.0,137.0,70.0,10,4.0
seq6326,85.0,132.0,40.0,0,0.0
seq6331,29.0,46.0,10.0,0,0.0
seq6332,40.0,68.0,20.0,12,1.0
seq6333,38.0,89.0,40.0,12,4.0
seq6335,91.0,108.0,10.0,0,0.0
seq6338,21.0,38.0,10.0,0,0.0
seq6342,45.0,94.0,40.0,10,2.0
seq6343,42.0,112.0,60.0,10,3.0
seq6345,29.0,47.0,10.0,12,1.0
seq6347,21.0,102.0,70.0,10,4.0
seq6348,22.0,113.0,80.0,9,4.0
seq6349,26.0,97.0,60.0,10,4.0
seq6350,65.0,83.0,10.0,13,1.0
seq6353,10.0,93.0,70.0,12,6.0
seq6355,59.0,109.0,40.0,11,3.0
seq6357,47.0,124.0,70.0,0,0.0
seq6369,57.0,141.0,70.0,13,7.0
seq6372,2.0,91.0,80.0,8,2.0
seq6373,2.0,39.0,30.0,0,0.0
seq6374,3.0,73.0,60.0,11,3.0
seq6379,8.0,69.0,50.0,12,4.0
seq6380,48.0,129.0,70.0,9,4.0
seq6381,29.0,96.0,60.0,0,0.0
seq6382,25.0,132.0,100.0,0,0.0
seq6384,35.0,106.0,60.0,10,4.0
seq6385,67.0,96.0,20.0,12,2.0
seq6386,7.0,115.0,100.0,4,1.0
seq6389,53.0,134.0,70.0,10,4.0
seq6392,15.0,52.0,30.0,0,0.0
seq6394,71.0,108.0,30.0,0,0.0
seq6395,21.0,135.0,100.0,10,7.0
seq6396,55.0,112.0,50.0,0,0.0
seq6399,38.0,135.0,90.0,0,0.0
seq6404,7.0,79.0,60.0,12,5.0
seq6405,80.0,109.0,20.0,13,2.0
seq6409,78.0,140.0,50.0,13,5.0
seq6410,60.0,100.0,30.0,13,3.0
seq6411,13.0,97.0,70.0,12,7.0
seq6412,22.0,139.0,100.0,13,10.0
seq6416,1.0,90.0,80.0,8,2.0
seq6417,13.0,53.0,30.0,13,3.0
seq6419,67.0,124.0,50.0,0,0.0
seq6420,70.0,143.0,60.0,13,6.0
seq6421,92.0,142.0,40.0,13,3.0
seq6422,32.0,125.0,80.0,10,6.0
seq6423,111.0,139.0,20.0,13,1.0
seq6426,1.0,88.0,80.0,0,0.0
seq6429,38.0,56.0,10.0,12,1.0
seq6430,53.0,114.0,50.0,11,4.0
seq6433,40.0,80.0,30.0,13,3.0
seq6434,27.0,75.0,40.0,9,1.0
seq6436,55.0,83.0,20.0,12,1.0
seq6437,18.0,76.0,50.0,8,1.0
seq6439,6.0,56.0,40.0,12,3.0
seq6440,26.0,120.0,80.0,11,7.0
seq6448,21.0,58.0,30.0,0,0.0
seq6449,44.0,117.0,60.0,12,6.0
seq6451,42.0,124.0,70.0,10,5.0
seq6454,62.0,124.0,50.0,12,5.0
seq6457,13.0,85.0,60.0,11,5.0
seq6458,74.0,103.0,20.0,13,2.0
seq6460,39.0,126.0,80.0,0,0.0
seq6471,33.0,120.0,80.0,0,0.0
seq6473,15.0,95.0,70.0,8,3.0
seq6477,94.0,134.0,30.0,13,3.0
seq6480,33.0,137.0,90.0,11,7.0
seq6483,59.0,121.0,50.0,12,5.0
seq6490,12.0,100.0,80.0,6,1.0
seq6492,2.0,40.0,30.0,12,1.0
seq6494,38.0,87.0,40.0,10,2.0
seq6495,23.0,80.0,50.0,0,0.0
seq6496,76.0,135.0,50.0,10,2.0
seq6498,33.0,140.0,100.0,0,0.0
seq6500,14.0,115.0,90.0,7,4.0
seq6502,24.0,121.0,90.0,0,0.0
seq6503,71.0,139.0,60.0,9,1.0
seq6513,70.0,137.0,60.0,0,0.0
seq6515,55.0,83.0,20.0,12,1.0
seq6518,1.0,91.0,80.0,9,3.0
seq6526,82.0,109.0,20.0,0,0.0
seq6533,60.0,133.0,60.0,13,6.0
seq6534,28.0,46.0,10.0,12,1.0
seq6537,15.0,33.0,10.0,13,1.0
seq6540,15.0,65.0,40.0,11,3.0
seq6543,43.0,130.0,80.0,0,0.0
seq6544,107.0,124.0,10.0,0,0.0
seq6548,63.0,110.0,40.0,0,0.0
seq6556,53.0,120.0,60.0,0,0.0
seq6559,43.0,121.0,70.0,7,1.0
seq6562,29.0,47.0,10.0,12,1.0
seq6564,27.0,108.0,70.0,9,4.0
seq6566,10.0,102.0,80.0,10,5.0
seq6572,4.0,94.0,80.0,8,3.0
seq6574,5.0,108.0,90.0,10,6.0
seq6575,21.0,126.0,90.0,11,8.0
seq6576,2.0,89.0,80.0,0,0.0
seq6577,52.0,142.0,80.0,9,3.0
seq6585,60.0,128.0,60.0,8,1.0
seq6590,83.0,111.0,20.0,12,1.0
seq6593,99.0,116.0,10.0,0,0.0
seq6595,62.0,139.0,70.0,0,0.0
seq6596,35.0,92.0,50.0,0,0.0
seq6597,66.0,117.0,40.0,12,4.0
seq6600,41.0,111.0,60.0,10,3.0
seq6601,29.0,118.0,80.0,6,2.0
seq6602,77.0,128.0,40.0,12,4.0
seq6605,54.0,131.0,70.0,0,0.0
seq6611,26.0,114.0,80.0,5,1.0
seq6612,89.0,140.0,40.0,13,4.0
seq6613,48.0,77.0,20.0,12,2.0
seq6616,5.0,23.0,10.0,14,1.0
seq6617,47.0,124.0,70.0,0,0.0
seq6618,34.0,94.0,50.0,10,3.0
seq6620,71.0,128.0,50.0,0,0.0
seq6621,10.0,117.0,100.0,0,0.0
seq6622,14.0,65.0,40.0,12,4.0
seq6627,27.0,111.0,70.0,12,7.0
seq6629,6.0,103.0,90.0,0,0.0
seq6630,103.0,130.0,20.0,0,0.0
seq6631,12.0,49.0,30.0,0,0.0
seq6637,4.0,111.0,100.0,0,0.0
seq6638,26.0,93.0,60.0,0,0.0
seq6643,18.0,132.0,100.0,9,7.0
seq6652,55.0,92.0,30.0,0,0.0
seq6660,34.0,103.0,60.0,9,2.0
seq6661,64.0,131.0,60.0,0,0.0
seq6662,18.0,56.0,30.0,10,1.0
seq6665,37.0,137.0,90.0,7,3.0
seq6667,35.0,130.0,80.0,12,8.0
seq6676,5.0,104.0,90.0,6,2.0
seq6679,21.0,127.0,90.0,12,9.0
seq6682,0.0,87.0,80.0,0,0.0
seq6689,48.0,66.0,10.0,12,1.0
seq6690,13.0,53.0,30.0,13,3.0
seq6693,22.0,129.0,100.0,0,0.0
seq6694,26.0,93.0,60.0,0,0.0
seq6697,38.0,116.0,70.0,6,1.0
seq6700,26.0,107.0,70.0,9,4.0
seq6701,21.0,69.0,40.0,10,1.0
seq6704,35.0,125.0,80.0,7,3.0
seq6709,5.0,116.0,100.0,7,4.0
seq6712,11.0,50.0,30.0,12,2.0
seq6714,26.0,86.0,50.0,10,3.0
seq6715,28.0,57.0,20.0,12,2.0
seq6716,66.0,84.0,10.0,12,1.0
seq6717,83.0,140.0,50.0,0,0.0
seq6718,18.0,115.0,90.0,0,0.0
seq6720,4.0,119.0,100.0,11,8.0
seq6724,73.0,91.0,10.0,13,1.0
seq6727,50.0,132.0,70.0,11,5.0
seq6731,31.0,140.0,100.0,6,2.0
seq6732,30.0,117.0,80.0,0,0.0
seq6734,13.0,82.0,60.0,9,2.0
seq6735,23.0,40.0,10.0,0,0.0
seq6736,112.0,139.0,20.0,0,0.0
seq6739,48.0,110.0,50.0,12,5.0
seq6741,33.0,83.0,40.0,12,3.0
seq6744,39.0,99.0,50.0,10,3.0
seq6746,25.0,109.0,70.0,12,7.0
seq6749,59.0,77.0,10.0,12,1.0
seq6751,15.0,105.0,80.0,7,3.0
seq6752,0.0,72.0,60.0,12,5.0
seq6753,49.0,118.0,60.0,8,2.0
seq6756,16.0,120.0,90.0,10,7.0
seq6759,2.0,79.0,70.0,0,0.0
seq6760,24.0,61.0,30.0,0,0.0
seq6762,34.0,141.0,100.0,0,0.0
seq6766,98.0,138.0,30.0,13,3.0
seq6768,43.0,137.0,80.0,12,7.0
seq6769,4.0,81.0,70.0,0,0.0
seq6770,99.0,126.0,20.0,0,0.0
seq6771,12.0,99.0,80.0,0,0.0
seq6773,19.0,135.0,100.0,11,9.0
seq6774,63.0,140.0,70.0,0,0.0
seq6785,69.0,120.0,40.0,12,4.0
seq6786,29.0,136.0,100.0,0,0.0
seq6788,24.0,73.0,40.0,11,2.0
seq6790,54.0,72.0,10.0,13,1.0
seq6794,76.0,94.0,10.0,12,1.0
seq6795,52.0,90.0,30.0,11,1.0
seq6797,59.0,136.0,70.0,0,0.0
seq6798,19.0,58.0,30.0,11,2.0
seq6799,38.0,99.0,50.0,11,4.0
seq6805,35.0,116.0,70.0,9,4.0
seq6806,3.0,42.0,30.0,13,2.0
seq6810,17.0,54.0,30.0,0,0.0
seq6811,18.0,112.0,80.0,11,7.0
seq6815,37.0,137.0,90.0,7,3.0
seq6817,32.0,125.0,80.0,10,6.0
seq6819,41.0,141.0,90.0,8,3.0
seq6820,97.0,135.0,30.0,11,1.0
seq6821,7.0,64.0,50.0,0,0.0
seq6822,63.0,110.0,40.0,0,0.0
seq6824,30.0,117.0,80.0,0,0.0
seq6826,71.0,138.0,60.0,0,0.0
seq6828,51.0,142.0,80.0,10,4.0
seq6829,18.0,117.0,90.0,5,2.0
seq6832,15.0,44.0,20.0,12,2.0
seq6833,45.0,85.0,30.0,12,3.0
seq6835,33.0,51.0,10.0,13,1.0
seq6839,43.0,125.0,70.0,10,5.0
seq6840,25.0,97.0,60.0,11,5.0
seq6841,11.0,124.0,100.0,8,6.0
seq6844,59.0,97.0,30.0,10,1.0
seq6846,32.0,80.0,40.0,10,1.0
seq6847,13.0,74.0,50.0,11,4.0
seq6848,31.0,104.0,60.0,12,6.0
seq6849,51.0,111.0,50.0,11,3.0
seq6850,50.0,117.0,60.0,0,0.0
seq6857,30.0,58.0,20.0,12,1.0
seq6860,91.0,141.0,40.0,13,3.0
seq6861,31.0,108.0,70.0,0,0.0
seq6864,5.0,105.0,90.0,7,3.0
seq6866,49.0,132.0,70.0,11,6.0
seq6867,7.0,79.0,60.0,12,5.0
seq6869,81.0,141.0,50.0,12,3.0
seq6870,3.0,50.0,40.0,0,0.0
seq6873,41.0,141.0,90.0,8,3.0
seq6876,48.0,77.0,20.0,12,2.0
seq6879,59.0,142.0,70.0,12,6.0
seq6880,7.0,25.0,10.0,13,1.0
seq6883,50.0,100.0,40.0,12,3.0
seq6884,88.0,126.0,30.0,10,1.0
seq6886,67.0,116.0,40.0,10,2.0
seq6887,49.0,110.0,50.0,11,4.0
seq6888,12.0,85.0,60.0,12,6.0
seq6892,33.0,61.0,20.0,12,1.0
seq6893,36.0,73.0,30.0,0,0.0
seq6895,9.0,91.0,70.0,11,5.0
seq6901,19.0,37.0,10.0,12,1.0
seq6902,12.0,63.0,40.0,13,4.0
seq6904,6.0,34.0,20.0,12,1.0
seq6905,11.0,111.0,90.0,7,3.0
seq6912,14.0,71.0,50.0,0,0.0
seq6913,52.0,111.0,50.0,10,2.0
seq6917,42.0,139.0,90.0,0,0.0
seq6921,9.0,104.0,80.0,12,8.0
seq6924,28.0,46.0,10.0,12,1.0
seq6926,38.0,120.0,70.0,10,5.0
seq6927,12.0,110.0,90.0,5,1.0
seq6929,26.0,83.0,50.0,0,0.0
seq6930,77.0,136.0,50.0,10,2.0
seq6932,27.0,115.0,80.0,5,1.0
seq6934,22.0,83.0,50.0,12,4.0
seq6937,1.0,112.0,100.0,8,4.0
seq6940,57.0,84.0,20.0,0,0.0
seq6941,96.0,143.0,40.0,0,0.0
seq6947,49.0,78.0,20.0,12,2.0
seq6954,28.0,129.0,90.0,7,4.0
seq6955,26.0,131.0,90.0,11,8.0
seq6964,58.0,85.0,20.0,0,0.0
seq6965,21.0,48.0,20.0,0,0.0
seq6966,45.0,105.0,50.0,10,3.0
seq6971,10.0,28.0,10.0,13,1.0
seq6972,24.0,81.0,50.0,0,0.0
seq6974,34.0,122.0,80.0,6,1.0
seq6976,60.0,131.0,60.0,11,4.0
seq6977,3.0,81.0,70.0,8,1.0
seq6981,4.0,51.0,40.0,0,0.0
seq6984,0.0,110.0,100.0,6,3.0
seq6988,32.0,105.0,60.0,12,6.0
seq6992,16.0,34.0,10.0,12,1.0
seq6994,85.0,125.0,30.0,12,3.0
seq6996,47.0,87.0,30.0,12,3.0
seq6997,57.0,105.0,40.0,9,1.0
seq7000,23.0,90.0,60.0,0,0.0
seq7002,15.0,118.0,90.0,9,6.0
seq7003,52.0,80.0,20.0,12,1.0
seq7005,76.0,116.0,30.0,12,3.0
seq7006,103.0,130.0,20.0,0,0.0
seq7007,55.0,102.0,40.0,0,0.0
seq7009,81.0,143.0,50.0,13,5.0
seq7015,90.0,140.0,40.0,13,3.0
seq7016,46.0,95.0,40.0,10,2.0
seq7017,9.0,113.0,90.0,11,7.0
seq7019,75.0,136.0,50.0,12,4.0
seq7020,29.0,68.0,30.0,11,2.0
seq7023,5.0,92.0,80.0,0,0.0
seq7024,24.0,92.0,60.0,8,1.0
seq7029,9.0,46.0,30.0,0,0.0
seq7032,62.0,139.0,70.0,0,0.0
seq7033,13.0,74.0,50.0,11,4.0
seq7037,78.0,140.0,50.0,13,5.0
seq7042,8.0,124.0,100.0,11,9.0
seq7044,37.0,135.0,90.0,5,1.0
seq7045,57.0,114.0,50.0,0,0.0
seq7046,82.0,99.0,10.0,0,0.0
seq7047,23.0,74.0,40.0,12,4.0
seq7048,30.0,139.0,100.0,6,2.0
seq7049,12.0,92.0,70.0,9,3.0
seq7050,48.0,77.0,20.0,12,2.0
seq7051,78.0,137.0,50.0,10,2.0
seq7059,73.0,123.0,40.0,12,3.0
seq7060,16.0,129.0,100.0,8,6.0
seq7066,27.0,105.0,70.0,6,1.0
seq7068,32.0,121.0,80.0,7,2.0
seq7072,15.0,97.0,70.0,10,5.0
seq7073,61.0,130.0,60.0,9,2.0
seq7076,94.0,143.0,40.0,11,2.0
seq7078,98.0,125.0,20.0,0,0.0
seq7080,38.0,131.0,80.0,10,6.0
seq7089,18.0,57.0,30.0,11,2.0
seq7094,121.0,139.0,10.0,14,1.0
seq7097,16.0,89.0,60.0,12,6.0
seq7102,61.0,78.0,10.0,0,0.0
seq7105,38.0,111.0,60.0,12,6.0
seq7106,36.0,135.0,90.0,6,2.0
seq7111,33.0,95.0,50.0,12,5.0
seq7113,84.0,102.0,10.0,13,1.0
seq7114,46.0,119.0,60.0,12,6.0
seq7122,88.0,139.0,40.0,13,4.0
seq7124,15.0,125.0,100.0,5,3.0
seq7125,50.0,89.0,30.0,12,2.0
seq7129,0.0,39.0,30.0,12,2.0
seq7134,24.0,121.0,90.0,0,0.0
seq7138,57.0,108.0,40.0,12,4.0
seq7143,20.0,136.0,100.0,12,9.0
seq7150,21.0,122.0,90.0,8,4.0
seq7151,21.0,88.0,60.0,0,0.0
seq7155,89.0,138.0,40.0,11,2.0
seq7156,48.0,139.0,80.0,9,4.0
seq7158,60.0,89.0,20.0,13,2.0
seq7160,51.0,101.0,40.0,12,3.0
seq7161,56.0,115.0,50.0,9,2.0
seq7165,83.0,131.0,40.0,10,1.0
seq7166,90.0,119.0,20.0,13,2.0
seq7168,12.0,74.0,50.0,12,5.0
seq7170,8.0,100.0,80.0,10,5.0
seq7175,49.0,78.0,20.0,12,2.0
seq7177,10.0,117.0,100.0,0,0.0
seq7178,1.0,110.0,100.0,6,2.0
seq7183,114.0,142.0,20.0,13,1.0
seq7187,111.0,129.0,10.0,13,1.0
seq7190,12.0,128.0,100.0,11,9.0
seq7191,39.0,89.0,40.0,11,3.0
seq7193,55.0,73.0,10.0,13,1.0
seq7196,83.0,120.0,30.0,0,0.0
seq7198,31.0,81.0,40.0,12,3.0
seq7204,5.0,112.0,100.0,0,0.0
seq7205,44.0,92.0,40.0,10,1.0
seq7206,2.0,69.0,60.0,0,0.0
seq7210,9.0,109.0,90.0,7,3.0
seq7213,82.0,111.0,20.0,13,2.0
seq7218,30.0,142.0,100.0,9,5.0
seq7220,65.0,116.0,40.0,12,4.0
seq7222,62.0,90.0,20.0,12,1.0
seq7224,21.0,128.0,100.0,0,0.0
seq7225,53.0,70.0,10.0,0,0.0
seq7229,25.0,63.0,30.0,11,1.0
seq7231,17.0,127.0,100.0,5,3.0
seq7241,37.0,143.0,90.0,12,9.0
seq7242,79.0,141.0,50.0,13,5.0
seq7246,28.0,105.0,70.0,0,0.0
seq7248,59.0,88.0,20.0,12,2.0
seq7252,67.0,105.0,30.0,10,1.0
seq7256,13.0,108.0,80.0,12,8.0
seq7260,49.0,120.0,60.0,10,4.0
seq7262,54.0,101.0,40.0,0,0.0
seq7263,52.0,69.0,10.0,0,0.0
seq7264,56.0,135.0,70.0,8,2.0
seq7268,82.0,131.0,40.0,11,2.0
seq7269,82.0,109.0,20.0,0,0.0
seq7270,3.0,50.0,40.0,0,0.0
seq7271,59.0,136.0,70.0,0,0.0
seq7272,88.0,105.0,10.0,0,0.0
seq7278,27.0,120.0,80.0,10,6.0
seq7279,12.0,30.0,10.0,13,1.0
seq7281,48.0,130.0,70.0,10,5.0
seq7282,21.0,125.0,90.0,10,7.0
seq7285,96.0,124.0,20.0,11,1.0
seq7288,26.0,140.0,100.0,10,7.0
seq7289,57.0,75.0,10.0,12,1.0
seq7290,70.0,130.0,50.0,11,3.0
seq7292,27.0,74.0,40.0,0,0.0
seq7293,21.0,83.0,50.0,13,5.0
seq7295,5.0,119.0,100.0,10,7.0
seq7296,89.0,140.0,40.0,13,4.0
seq7298,74.0,142.0,60.0,9,1.0
seq7299,107.0,136.0,20.0,13,2.0
seq7301,28.0,46.0,10.0,12,1.0
seq7306,66.0,136.0,60.0,10,3.0
seq7310,11.0,73.0,50.0,13,5.0
seq7311,29.0,133.0,90.0,10,7.0
seq7317,39.0,116.0,70.0,0,0.0
seq7318,42.0,59.0,10.0,0,0.0
seq7319,50.0,140.0,80.0,9,3.0
seq7320,28.0,55.0,20.0,0,0.0
seq7325,22.0,113.0,80.0,9,4.0
seq7327,9.0,107.0,90.0,5,1.0
seq7331,26.0,73.0,40.0,0,0.0
seq7335,31.0,136.0,90.0,12,8.0
seq7336,27.0,140.0,100.0,9,6.0
seq7339,19.0,57.0,30.0,10,1.0
seq7340,94.0,143.0,40.0,11,2.0
seq7345,42.0,141.0,90.0,7,2.0
seq7346,27.0,124.0,90.0,0,0.0
seq7354,8.0,69.0,50.0,12,4.0
seq7357,55.0,135.0,70.0,9,3.0
seq7358,100.0,118.0,10.0,13,1.0
seq7359,31.0,59.0,20.0,12,1.0
seq7360,38.0,135.0,90.0,0,0.0
seq7361,43.0,124.0,70.0,9,4.0
seq7364,0.0,28.0,20.0,12,1.0
seq7369,23.0,95.0,60.0,11,5.0
seq7371,74.0,133.0,50.0,10,2.0
seq7372,33.0,132.0,90.0,6,2.0
seq7380,69.0,97.0,20.0,11,1.0
seq7381,3.0,84.0,70.0,10,4.0
seq7383,53.0,110.0,50.0,0,0.0
seq7384,70.0,117.0,40.0,0,0.0
seq7385,4.0,44.0,30.0,13,3.0
seq7386,26.0,106.0,70.0,8,3.0
seq7389,35.0,115.0,70.0,8,3.0
seq7390,4.0,63.0,50.0,11,2.0
seq7393,10.0,111.0,90.0,8,4.0
seq7395,3.0,40.0,30.0,0,0.0
seq7397,52.0,70.0,10.0,13,1.0
seq7402,28.0,142.0,100.0,10,7.0
seq7408,19.0,57.0,30.0,10,1.0
seq7409,18.0,133.0,100.0,10,8.0
seq7411,49.0,133.0,70.0,12,7.0
seq7414,28.0,78.0,40.0,11,3.0
seq7416,12.0,123.0,100.0,7,4.0
seq7418,5.0,111.0,90.0,13,9.0
seq7420,13.0,102.0,80.0,7,2.0
seq7421,32.0,129.0,90.0,0,0.0
seq7422,34.0,72.0,30.0,11,1.0
seq7424,82.0,121.0,30.0,12,2.0
seq7425,72.0,119.0,40.0,0,0.0
seq7426,96.0,133.0,30.0,0,0.0
seq7428,40.0,127.0,80.0,0,0.0
seq7430,43.0,61.0,10.0,13,1.0
seq7431,2.0,92.0,80.0,9,3.0
seq7433,21.0,116.0,80.0,12,8.0
seq7434,21.0,136.0,100.0,11,8.0
seq7436,97.0,135.0,30.0,11,1.0
seq7437,17.0,104.0,80.0,0,0.0
seq7439,92.0,110.0,10.0,13,1.0
seq7440,17.0,89.0,60.0,11,5.0
seq7443,45.0,127.0,70.0,10,5.0
seq7444,3.0,116.0,100.0,9,6.0
seq7446,13.0,119.0,90.0,12,9.0
seq7450,35.0,95.0,50.0,10,3.0
seq7454,44.0,131.0,80.0,0,0.0
seq7456,16.0,86.0,60.0,9,3.0
seq7457,19.0,126.0,100.0,0,0.0
seq7459,46.0,137.0,80.0,9,4.0
seq7464,5.0,83.0,70.0,8,1.0
seq7468,7.0,104.0,90.0,0,0.0
seq7470,76.0,115.0,30.0,11,2.0
seq7472,90.0,118.0,20.0,12,1.0
seq7475,56.0,84.0,20.0,11,1.0
seq7477,2.0,62.0,50.0,12,3.0
seq7480,80.0,141.0,50.0,13,4.0
seq7481,22.0,71.0,40.0,11,2.0
seq7482,18.0,116.0,90.0,4,1.0
seq7483,21.0,128.0,100.0,0,0.0
seq7484,22.0,128.0,90.0,12,9.0
seq7485,8.0,65.0,50.0,0,0.0
seq7486,14.0,124.0,100.0,5,3.0
seq7487,79.0,141.0,50.0,13,5.0
seq7489,45.0,132.0,80.0,0,0.0
seq7492,33.0,137.0,90.0,11,7.0
seq7496,18.0,69.0,40.0,12,4.0
seq7497,50.0,108.0,50.0,9,1.0
seq7498,34.0,113.0,70.0,8,2.0
seq7499,50.0,87.0,30.0,0,0.0
seq7500,7.0,121.0,100.0,10,7.0
seq7510,25.0,43.0,10.0,13,1.0
seq7511,15.0,118.0,90.0,9,6.0
seq7515,24.0,106.0,70.0,10,5.0
seq7516,4.0,118.0,100.0,10,7.0
seq7519,68.0,115.0,40.0,0,0.0
seq7521,3.0,53.0,40.0,13,3.0
seq7527,95.0,123.0,20.0,12,1.0
seq7533,51.0,131.0,70.0,9,3.0
seq7539,60.0,100.0,30.0,13,3.0
seq7540,38.0,136.0,90.0,5,1.0
seq7542,16.0,123.0,100.0,0,0.0
seq7543,15.0,33.0,10.0,13,1.0
seq7544,71.0,138.0,60.0,0,0.0
seq7552,120.0,137.0,10.0,0,0.0
seq7553,33.0,92.0,50.0,10,2.0
seq7554,2.0,20.0,10.0,14,1.0
seq7555,47.0,130.0,70.0,11,6.0
seq7556,30.0,136.0,90.0,13,9.0
seq7557,55.0,142.0,80.0,0,0.0
seq7558,83.0,101.0,10.0,13,1.0
seq7560,117.0,135.0,10.0,13,1.0
